,NatID,Name,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,Generation,Height (m),Weight (kg),Catch Rate,Male (%),Female (%),Egg Group 1,Egg Group 2
689,690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,0.51,7.3,225,50.0,50.0,Dragon  ,  Water 1
690,691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,1.8,81.5,55,50.0,50.0,Dragon  ,  Water 1
691,692,Clauncher,Water,None,330,50,53,62,58,63,44,6,0.51,8.3,225,50.0,50.0,Water 1  ,  Water 3
692,693,Clawitzer,Water,None,500,71,73,88,120,89,59,6,1.3,35.3,55,50.0,50.0,Water 1  ,  Water 3
693,694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,0.51,6.0,190,50.0,50.0,Dragon  ,  Monster
694,695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,0.99,21.0,75,50.0,50.0,Dragon  ,  Monster
695,696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,0.79,26.0,45,87.5,12.5,Dragon  ,  Monster
696,697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,2.49,270.0,45,87.5,12.5,Dragon  ,  Monster
697,698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,1.3,25.2,45,87.5,12.5,Monster, N/A
698,699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,2.69,225.0,45,87.5,12.5,Monster, N/A
699,700,Sylveon,Fairy,None,525,95,65,65,110,130,60,6,0.99,23.5,45,87.5,12.5,Field, N/A
700,701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,0.79,21.5,100,50.0,50.0,Human-Like, N/A
701,702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,0.2,2.2,180,50.0,50.0,Fairy  ,  Field
702,703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,0.3,5.7,60,0.0,0.0,Fairy  ,  Mineral
703,704,Goomy,Dragon,None,300,45,50,35,55,75,40,6,0.3,2.8,45,50.0,50.0,Dragon, N/A
704,705,Sliggoo,Dragon,None,452,68,75,53,83,113,60,6,0.79,17.5,45,50.0,50.0,Dragon, N/A
705,706,Goodra,Dragon,None,600,90,100,70,110,150,80,6,2.01,150.5,45,50.0,50.0,Dragon, N/A
706,707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,0.2,3.0,75,50.0,50.0,Mineral, N/A
707,708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,0.41,7.0,120,50.0,50.0,Amorphous  ,  Grass
708,709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,1.5,71.0,60,50.0,50.0,Amorphous  ,  Grass
709,710,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,6,0.41,5.0,120,50.0,50.0,Amorphous, N/A
710,711,Gourgeist,Ghost,Grass,494,65,90,122,58,75,84,6,0.89,12.5,60,50.0,50.0,Amorphous, N/A
711,712,Bergmite,Ice,None,304,55,69,85,32,35,28,6,0.99,99.5,190,50.0,50.0,Monster, N/A
712,713,Avalugg,Ice,None,514,95,117,184,44,46,28,6,2.01,505.0,55,50.0,50.0,Monster, N/A
713,714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,0.51,8.0,190,50.0,50.0,Flying, N/A
714,715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,1.5,85.0,45,50.0,50.0,Flying, N/A
715,716,Xerneas,Fairy,None,680,126,131,95,131,98,99,6,3.0,215.0,45,0.0,0.0,Undiscovered, N/A
716,717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,5.79,203.0,45,0.0,0.0,Undiscovered, N/A
717,718,Zygarde,Dragon,Ground,600,108,100,121,81,95,95,6,5.0,305.0,3,0.0,0.0,Undiscovered, N/A
718,719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,0.71,8.8,3,0.0,0.0,—, N/A
719,720,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70,6,0.51,9.0,3,0.0,0.0,—, N/A
720,721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,1.7,195.0,3,0.0,0.0,—, N/A
721,722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,7,0.3,1.5,45,87.5,12.5,Flying, N/A
722,723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,7,0.71,16.0,45,87.5,12.5,Flying, N/A
723,724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,7,1.6,36.6,45,87.5,12.5,Flying, N/A
724,725,Litten,Fire,None,320,45,65,40,60,40,70,7,0.41,4.3,45,87.5,12.5,Field, N/A
725,726,Torracat,Fire,None,420,65,85,50,80,50,90,7,0.71,25.0,45,87.5,12.5,Field, N/A
726,727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,7,1.8,83.0,45,87.5,12.5,Field, N/A
727,728,Popplio,Water,None,320,50,54,54,66,56,40,7,0.41,7.5,45,87.5,12.5,Field  ,  Water 1
728,729,Brionne,Water,None,420,60,69,69,91,81,50,7,0.61,17.5,45,87.5,12.5,Field  ,  Water 1
729,730,Primarina,Water,Fairy,530,80,74,74,126,116,60,7,1.8,44.0,45,87.5,12.5,Field  ,  Water 1
730,731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,7,0.3,1.2,255,50.0,50.0,Flying, N/A
731,732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,7,0.61,14.8,120,50.0,50.0,Flying, N/A
732,733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,7,1.09,26.0,45,50.0,50.0,Flying, N/A
733,734,Yungoos,Normal,None,253,48,70,30,30,30,45,7,0.41,6.0,255,50.0,50.0,Field, N/A
734,735,Gumshoos,Normal,None,418,88,110,60,55,60,45,7,0.71,14.2,127,50.0,50.0,Field, N/A
735,736,Grubbin,Bug,None,300,47,62,45,55,45,46,7,0.41,4.4,255,50.0,50.0,Bug, N/A
736,737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,7,0.51,10.5,120,50.0,50.0,Bug, N/A
737,738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,7,1.5,45.0,45,50.0,50.0,Bug, N/A
738,739,Crabrawler,Fighting,None,338,47,82,57,42,47,63,7,0.61,7.0,225,50.0,50.0,Water 3, N/A
739,740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,7,1.7,180.0,60,50.0,50.0,Water 3, N/A
740,741,Oricorio,Fire,Flying,476,75,70,70,98,70,93,7,0.61,3.4,45,25.0,75.0,Flying, N/A
741,742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,7,0.1,0.2,190,50.0,50.0,Bug  ,  Fairy
742,743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,7,0.2,0.5,75,50.0,50.0,Bug  ,  Fairy
743,744,Rockruff,Rock,None,280,45,65,40,30,40,60,7,0.51,9.2,190,50.0,50.0,Field, N/A
744,745,Lycanroc,Rock,None,487,75,115,65,55,65,112,7,0.79,25.0,90,50.0,50.0,Field, N/A
745,746,Wishiwashi,Water,None,175,45,20,20,25,25,40,7,0.2,0.3,60,50.0,50.0,Water 2, N/A
746,747,Mareanie,Poison,Water,305,50,53,62,43,52,45,7,0.41,8.0,190,50.0,50.0,Water 1, N/A
747,748,Toxapex,Poison,Water,495,50,63,152,53,142,35,7,0.71,14.5,75,50.0,50.0,Water 1, N/A
748,749,Mudbray,Ground,None,385,70,100,70,45,55,45,7,0.99,110.0,190,50.0,50.0,Field, N/A
749,750,Mudsdale,Ground,None,500,100,125,100,55,85,35,7,2.49,920.0,60,50.0,50.0,Field, N/A
750,751,Dewpider,Water,Bug,269,38,40,52,40,72,27,7,0.3,4.0,200,50.0,50.0,Bug  ,  Water 1
751,752,Araquanid,Water,Bug,454,68,70,92,50,132,42,7,1.8,82.0,100,50.0,50.0,Bug  ,  Water 1
752,753,Fomantis,Grass,None,250,40,55,35,50,35,35,7,0.3,1.5,190,50.0,50.0,Grass, N/A
753,754,Lurantis,Grass,None,480,70,105,90,80,90,45,7,0.89,18.5,75,50.0,50.0,Grass, N/A
754,755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,7,0.2,1.5,190,50.0,50.0,Grass, N/A
755,756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,7,0.99,11.5,75,50.0,50.0,Grass, N/A
756,757,Salandit,Poison,Fire,320,48,44,40,71,40,77,7,0.61,4.8,120,87.5,12.5,Dragon  ,  Monster
757,758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,7,1.19,22.2,45,0.0,100.0,Dragon  ,  Monster
758,759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,7,0.51,6.8,140,50.0,50.0,Field, N/A
759,760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,7,2.11,135.0,70,50.0,50.0,Field, N/A
760,761,Bounsweet,Grass,None,210,42,30,38,30,38,32,7,0.3,3.2,235,0.0,100.0,Grass, N/A
761,762,Steenee,Grass,None,290,52,40,48,40,48,62,7,0.71,8.2,120,0.0,100.0,Grass, N/A
762,763,Tsareena,Grass,None,510,72,120,98,50,98,72,7,1.14,21.4,45,0.0,100.0,Grass, N/A
763,764,Comfey,Fairy,None,485,51,52,90,82,110,100,7,0.1,0.3,60,25.0,75.0,Grass, N/A
764,765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,7,1.5,76.0,45,50.0,50.0,Field, N/A
765,766,Passimian,Fighting,None,490,100,120,90,40,60,80,7,2.01,82.8,45,50.0,50.0,Field, N/A
766,767,Wimpod,Bug,Water,230,25,35,40,20,30,80,7,0.51,12.0,90,50.0,50.0,Bug  ,  Water 3
767,768,Golisopod,Bug,Water,530,75,125,140,60,90,40,7,2.01,108.0,45,50.0,50.0,Bug  ,  Water 3
768,769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,7,0.51,70.0,140,50.0,50.0,Amorphous, N/A
769,770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,7,1.3,250.0,60,50.0,50.0,Amorphous, N/A
770,771,Pyukumuku,Water,None,410,55,60,130,30,130,5,7,0.3,1.2,60,50.0,50.0,Water 1, N/A
771,772,Type: Null,Normal,None,534,95,95,95,95,95,59,7,1.91,120.5,3,0.0,0.0,Undiscovered, N/A
772,773,Silvally,Normal,None,570,95,95,95,95,95,95,7,2.31,100.5,3,0.0,0.0,Undiscovered, N/A
773,774,Minior,Rock,Flying,440,60,60,100,60,100,60,7,0.3,40.0,30,0.0,0.0,Mineral, N/A
774,775,Komala,Normal,None,480,65,115,65,75,95,65,7,0.41,19.9,45,50.0,50.0,Field, N/A
775,776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,7,2.01,212.0,70,50.0,50.0,Dragon  ,  Monster
776,777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,7,0.3,3.3,180,50.0,50.0,Fairy  ,  Field
777,778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,7,0.2,0.7,45,50.0,50.0,Amorphous, N/A
778,779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,7,0.89,19.0,80,50.0,50.0,Water 2, N/A
779,780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,7,3.0,185.0,70,50.0,50.0,Dragon  ,  Monster
780,781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,7,3.91,210.0,25,0.0,0.0,Mineral, N/A
781,782,Jangmo-o,Dragon,None,300,45,55,65,45,45,45,7,0.61,29.7,45,50.0,50.0,Dragon, N/A
782,783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,7,1.14,47.0,45,50.0,50.0,Dragon, N/A
783,784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,7,1.6,78.2,45,50.0,50.0,Dragon, N/A
784,785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,7,1.8,20.5,3,0.0,0.0,Undiscovered, N/A
785,786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,7,1.19,18.6,3,0.0,0.0,Undiscovered, N/A
786,787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,7,1.91,45.5,3,0.0,0.0,Undiscovered, N/A
787,788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,7,1.3,21.2,3,0.0,0.0,Undiscovered, N/A
788,789,Cosmog,Psychic,None,200,43,29,31,29,31,37,7,0.2,0.1,45,0.0,0.0,Undiscovered, N/A
789,790,Cosmoem,Psychic,None,400,43,29,131,29,131,37,7,0.1,999.9,45,0.0,0.0,Undiscovered, N/A
790,791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,7,3.4,230.0,45,0.0,0.0,Undiscovered, N/A
791,792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,7,3.99,120.0,45,0.0,0.0,Undiscovered, N/A
792,793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,7,1.19,55.5,45,0.0,0.0,Undiscovered, N/A
793,794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,7,2.39,333.6,25,0.0,0.0,Undiscovered, N/A
794,795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,7,1.8,25.0,255,0.0,0.0,Undiscovered, N/A
795,796,Xurkitree,Electric,None,570,83,89,71,173,71,83,7,3.81,100.0,30,0.0,0.0,Undiscovered, N/A
796,797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,7,9.19,999.9,25,0.0,0.0,Undiscovered, N/A
797,798,Kartana,Grass,Steel,570,59,181,131,59,31,109,7,0.3,0.1,255,0.0,0.0,Undiscovered, N/A
798,799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,7,5.51,888.0,15,0.0,0.0,Undiscovered, N/A
799,800,Necrozma,Psychic,None,600,97,107,101,127,89,79,7,2.39,230.0,3,0.0,0.0,Undiscovered, N/A
800,801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,7,0.99,80.5,3,0.0,0.0,Undiscovered, N/A
801,802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,7,0.71,22.2,3,0.0,0.0,Undiscovered, N/A
